47.239472,-95.208378
47.248941,-95.213656
47.256252,-95.229878
47.264116,-95.228591
47.278385,-95.231895
47.295589,-95.230265
47.299605,-95.241809
47.312526,-95.246787
47.320381,-95.238247
47.326316,-95.235543
47.323494,-95.227518
47.325531,-95.222282
47.331843,-95.216703
47.340873,-95.209622
47.34522,-95.201254
47.350919,-95.198658
47.353318,-95.193465
47.350934,-95.185976
47.349756,-95.180097
47.353652,-95.177779
47.357316,-95.17426
47.361356,-95.170569
47.366255,-95.171642
47.37169,-95.173466
47.37371,-95.170934
47.377284,-95.168831
47.378142,-95.164325
47.378766,-95.157051
47.382413,-95.154347
47.385116,-95.155399
47.3859,-95.151923
47.3876,-95.151107
47.388762,-95.14806
47.39097,-95.147781
47.39312,-95.150185
47.396824,-95.148211
47.399046,-95.146387
47.402155,-95.148168
47.403345,-95.146387
47.405393,-95.143211
47.408051,-95.145807
47.411173,-95.145893
47.414716,-95.143704
47.416415,-95.144928
47.416444,-95.138683
47.419682,-95.140851
47.4226,-95.138876
47.425736,-95.134821
47.428479,-95.135894
47.431078,-95.14158
47.430802,-95.137181
47.432558,-95.136945
47.431353,-95.134156
47.433298,-95.128405
47.432848,-95.125294
47.435185,-95.122097
47.434039,-95.12038
47.430599,-95.119822
47.428436,-95.116432
47.431353,-95.111561
47.427594,-95.112054
47.428044,-95.108106
47.426694,-95.105617
47.424763,-95.106196
47.422585,-95.103557
47.423529,-95.101197
47.420306,-95.096905
47.418839,-95.090404
47.41579,-95.086198
47.418099,-95.080125
47.420495,-95.078623
47.423979,-95.075512
47.426548,-95.075319
47.42919,-95.071692
47.432602,-95.06665
47.435214,-95.066714
47.439264,-95.065341
47.440483,-95.057487
47.438262,-95.049312
47.435984,-95.046866
47.433168,-95.042403
47.435519,-95.03485
47.437653,-95.034657
47.433516,-95.032704
47.435984,-95.030043
47.432529,-95.03015
47.432036,-95.02455
47.434402,-95.02264
47.437246,-95.023863
47.43578,-95.018113
47.438364,-95.017684
47.434735,-95.013242
47.437043,-95.012362
47.435461,-95.010946
47.43864,-95.009122
47.437014,-95.008221
47.436317,-95.001891
47.434126,-94.997599
47.432645,-94.998071
47.431455,-94.997427
47.430047,-94.998543
47.430192,-95.001547
47.428334,-95.001311
47.426679,-94.998178
47.424763,-94.997878
47.425547,-94.994295
47.42591,-94.991612
47.427957,-94.983759
47.425939,-94.979124
47.429713,-94.974639
47.431789,-94.975777
47.435679,-94.973502
47.433618,-94.970112
47.435548,-94.967279
47.437856,-94.965284
47.440788,-94.963524
47.444851,-94.96346
47.448044,-94.960735
47.44948,-94.958375
47.45157,-94.95213
47.452774,-94.944813
47.456938,-94.937432
47.456213,-94.929836
47.452788,-94.926939
47.450496,-94.92475
47.4526,-94.91915
47.450989,-94.915867
47.448784,-94.912112
47.450859,-94.909451
47.451657,-94.905202
47.448595,-94.904087
47.446389,-94.899817
47.444329,-94.894452
47.445083,-94.889646
47.448929,-94.885011
47.452977,-94.881427
47.466223,-94.87999
47.479044,-94.875698
47.491979,-94.873896
47.491747,-94.834242
47.494009,-94.818878
47.488731,-94.8036
47.497082,-94.800081
47.4954,-94.779482
47.494357,-94.762573
47.486817,-94.749699
47.483105,-94.733734
47.474287,-94.724207
47.464424,-94.715023
47.459666,-94.715624
47.449045,-94.717941
47.441789,-94.70953
47.435867,-94.697685
47.434939,-94.687815
47.426694,-94.701977
47.419028,-94.70129
47.430294,-94.678974
47.437841,-94.659748
47.430061,-94.64035
47.435287,-94.590397
47.452005,-94.482765
47.446665,-94.438133
47.435867,-94.410496
47.428087,-94.396248
47.425184,-94.365177
47.416008,-94.328957
47.400325,-94.312992
47.369176,-94.268017
47.350454,-94.213428
47.371152,-94.166393
47.416008,-94.147854
47.447362,-94.110603
47.424719,-94.080391
47.429945,-94.051552
47.407877,-94.029236
47.402416,-94.041595
47.376965,-94.043484
47.352431,-94.026833
47.340335,-93.9925
47.327421,-93.966923
47.309267,-93.942204
47.301235,-93.922119
47.301701,-93.90358
47.307463,-93.892508
47.318636,-93.889589
47.316308,-93.863411
47.305717,-93.846073
47.296055,-93.827534
47.296288,-93.799295
47.291048,-93.783331
47.277366,-93.776207
47.274396,-93.784704
47.260592,-93.782816
47.259252,-93.79775
47.249116,-93.805647
47.242298,-93.812256
47.235713,-93.810968
47.226621,-93.803158
47.217295,-93.795776
47.209482,-93.782988
47.211231,-93.773117
47.21607,-93.771057
47.223882,-93.766766
47.240201,-93.739901
47.240609,-93.72694
47.23618,-93.719301
47.244862,-93.705826
47.24125,-93.699389
47.255524,-93.681536
47.252495,-93.669348
47.253835,-93.635273
47.262165,-93.622742
47.250689,-93.609867
47.251854,-93.588581
47.23956,-93.569441
47.229419,-93.556738
47.231692,-93.53116
47.227321,-93.505154
47.215196,-93.483267
47.203476,-93.479748
47.19467,-93.468332
47.189362,-93.45048
47.183413,-93.428164
47.179212,-93.427734
47.173728,-93.42001
47.170577,-93.411083
47.161941,-93.416491
47.151202,-93.411856
47.140519,-93.406878
47.131002,-93.404818
47.125688,-93.402414
47.121425,-93.395634
47.106238,-93.398294
47.089702,-93.397007
47.081286,-93.394346
47.068134,-93.39057
47.0641,-93.389797
47.056733,-93.380442
47.053868,-93.370743
47.057376,-93.355036
47.049599,-93.356924
47.049189,-93.345423
47.040884,-93.344221
47.039363,-93.321047
47.032519,-93.319931
47.027078,-93.309288
47.02585,-93.292465
47.023334,-93.275127
47.021637,-93.262768
47.015376,-93.270493
