longitude,latitude
-112.269,33.5531
-91.5488,34.4851
-91.3401,34.2823
-91.9664,33.1353
-92.3814,36.3262
-92.5354,36.2712
-94.116143,36.333007
-94.48,36.2662
-94.20856,36.37266
-94.4451148,36.4219834
-93.1079,36.2304
-93.108401,36.230012
-93.0915,36.3086
-93.567488,36.364576
-93.056336,34.121651
-92.2361,34.7511
-90.1796,36.382
-93.2273,33.2598
-92.743552,35.151081
-90.667386,35.840745
-90.78618,35.22325
-92.449952,35.091704
-92.4441,35.0771
-92.3821,34.321
-90.4825,36.0562
-93.6829,33.775
-92.991,34.469
-93.8451,33.9426
-91.9085,36.0595
-91.2778566,35.6062953
-93.3942,35.4408
-93.4704,35.4703
-91.022,36.0453
-90.9591,36.0711
-90.758,34.7646
-94.131,33.6747
-93.8518,35.1477
-93.7408,36.0868
-92.681973,36.225615
-89.964831,35.959007
-89.919,35.9273
-93.3757,33.8069
-92.8495,33.5848
-92.798516,34.999824
-90.912893,34.555656
-90.5918,34.5295
-90.6608,35.8211
-94.376672,34.487611
-94.236345,34.582945
-93.153806,35.28405
-93.148786,35.274814
-90.9597,36.235
-92.5884,34.5612
-94.092,34.9004
-94.2552,35.2129
-94.116246,36.184588
-94.117939,36.134258
-94.160343,36.061875
-91.7376,35.2464
-91.6124,35.2039
-92.4595,35.6163
-94.0414,33.4693
-94.162,36.0661
-92.5603,35.8295
-120.664,35.4858
-120.707,35.5488
-120.841,35.3282
-122.189,37.7379
-120.932,38.3529
-122.2694,37.88151
-122.0949658,37.6306054
-122.001881,37.524621
-122.29959,37.89018
-121.9750428,37.5519778
-122.2603683,37.8394875
-122.2565166,37.8246226
-121.876419,37.6594913
-122.196,37.7887
-122.2105349,37.8262314
-122.275,37.8421
-122.187,37.7591
-121.873763,37.710493
-121.7720489,37.6826009
-122.2732574,37.8008738
-122.248026,37.81143
-122.294,37.844
-122.2236394,37.7758714
-122.271566,37.869806
-122.008,37.559
-122.085306,37.671387
-122.271925,37.847781
-121.9635867,37.5329426
-121.779,37.3153
-121.768545,37.679541
-122.294,37.805
-122.2771676,37.7947313
-122.2767591,37.8438207
-120.7747,38.34751
-120.848,38.48141
-121.598,39.7704
-121.541,39.5041
-121.840525,39.728974
-121.69514,39.36462
-121.848,39.7606
-121.815374,39.727376
-121.624,39.7524
-120.362,38.239
-120.469,38.138
-121.997,39.187
-121.8837427,38.0316288
-121.842,38.0033
-122.0347165,37.977489
-121.844338,38.002918
-121.6939849,37.9330815
-122.189,37.8836
-122.127156,37.835056
-122.113903,37.999635
-122.1343371,38.0184449
-121.777041,37.951856
-122.118,37.8918
-122.2896301,38.0052546
-121.9358031,37.9408953
-122.1103764,37.9940746
-121.999869,37.819955
-122.316126,37.942235
-121.017,38.8875
-120.8276,38.728219
-120.796103,38.729008
-120.8012,38.72897
-119.526,36.6121
-119.791,36.8518
-119.781456,36.843234
-119.799153,36.757911
-119.7916513,36.7321196
-119.5572919,36.7063512
-119.702,36.8239
-119.612,36.5687
-119.7915,36.80899
-119.452,36.5974
-119.79,36.7339
-119.822,36.7503
-119.763,36.8302
-119.785547,36.73539
-122.1953331,39.5205251
-122.194122,39.745181
-122.226,39.7142
-123.824,40.237
-123.794,40.1006
-124.0847601,40.8719469
-124.159,40.7988
-123.607666,40.491997
-124.103,40.9432
-124.087,40.8686
-124.083,40.8665
-124.141,41.0613
-123.677,41.0492
-124.089,40.8979
-124.163532,40.782345
-123.829094,40.123154
-118.398,37.3615
-117.671,35.6498
-118.426,37.3758
-119.108,35.3696
-119.019,35.3782
-118.968,35.383
-118.985,35.3659
-119.146,35.3995
-119.024076,35.385411
-118.908,35.259
-118.447,35.131
-119.023,35.3867
-119.088,36.203
-119.241,35.7759
-119.237,35.761
-119.011,35.3761
-119.428,35.761
-118.233889,35.689703
-119.039,35.3776
-119.334,35.5955
-118.985,35.3615
-119.293134,35.516398
-119.786,36.3016
-119.647121,36.325654
-117.867,33.9835
-118.036,33.9791
-117.89,34.0893
-122.875317,38.993018
-122.839,38.978
-122.839,38.9779
-122.636415,38.948893
-122.613,38.9261
-122.56,38.7911
-122.876,38.9971
-122.875312,38.993016
-120.659888,40.411341
-118.354,33.8982
-118.416,34.0587
-118.134,33.8847
-118.597,34.2572
-118.605,34.0906
-118.328444,33.8249448
-118.139273,34.147541
-118.0917703,34.1615278
-118.143926,34.154387
-118.528211,34.379057
-118.2344789,33.9000094
-117.978,34.1397
-118.082,33.8877
-118.259,33.8316
-118.557,34.239
-117.865,34.1352
-118.1422385,34.6977582
-117.718999,34.095636
-118.2546,34.14729
-121.607,36.7105
-118.549,34.1726
-117.920677,34.031159
-118.211,34.1251
-118.466,33.9875
-117.75,34.0646
-118.281,34.173
-118.373,34.0835
-118.15813,34.200379
-121.448,38.5706
-118.636,34.1587
-118.34,34.0106
-119.016,36.0678
-118.123,34.094
-118.394,33.9586
-118.394,33.9802
-118.134,33.9419
-118.324,34.0748
-118.038187,33.980873
-118.308468,34.182283
-118.69,34.036
-118.263,33.7867
-118.605,34.2086
-121.972,37.248
-118.294605,34.101703
-118.062569,33.869046
-120.714,37.3044
-119.649,37.328
-119.868045,36.924315
-120.0606,36.96059
-120.264,37.1201
-122.551,38.0703
-122.481,37.8573
-122.564,38.0983
-122.590014,37.985697
-122.567554,38.107041
-119.9664,37.48441
-121.414,38.4876
-119.887,37.465
-123.359,39.4129
-123.7974,39.30546
-123.482,39.6859
-123.521,38.762
-123.368,39.0091
-123.2081,39.1479
-117.843,33.7255
-120.480453,37.2906169
-120.6299,37.35376
-121.634203,36.673352
-121.239,36.3177
-121.906985,36.540192
-121.634166,36.673427
-121.33,36.4275
-121.895,36.5977
-121.88176,36.60135
-121.8946882,36.5852786
-121.631216,36.696262
-121.7978,36.68706
-122.279,38.3028
-122.577,38.581
-122.285,38.2992
-122.363,38.4029
-120.185,39.3277
-120.19,39.3533
-117.922,33.8724
-117.836523,33.824811
-117.85635,33.791508
-117.84183,33.651002
-117.915455,33.833931
-117.758774,33.79871
-118.236,34.0391
-117.823645,33.743128
-117.7490656,33.665242
-117.932,33.8864
-121.247,38.7477
-121.266,38.7689
-121.282732,38.749913
-120.953140258789,39.1012382507324
-121.098,38.9218
-121.051,39.0214
-121.068,38.9007
-121.076,38.8961
-120.169,39.0978
-121.277872,38.868725
-121.335,38.768
-120.852,39.0092
-121.297216,38.8931165
-121.3031,38.74163
-121.911,38.0224
-121.311,38.6978
-121.297,38.8018
-121.191,38.7442
-120.944,39.9365
-116.715,33.745
-117.416221,33.946573
-117.1562,33.52372
-117.372487,33.984884
-117.151,33.4955
-116.177,33.6781
-116.970574,33.7493741
-117.272,33.9363
-117.566,33.8861
-117.458,33.9101
-117.193394,33.709204
-117.167,33.6745
-117.209401,33.563372
-117.228,33.7845
-116.237,33.68
-121.282,37.8854
-119.52,34.3976
-119.825,34.4417
-122.604,38.441
-121.498,38.574
-121.20775,38.678366
-121.436,38.4967
-121.457687,38.630951
-121.178,38.677
-121.5,38.5783
-121.5023,38.56671
-121.494,38.5803
-121.418,38.456
-121.379,38.6084
-121.502,38.5815
-121.498,38.5804
-121.394119,38.6012739
-121.4965054,38.6390819
-121.488,38.5715
-121.4699,38.54865
-121.430058,38.596813
-121.402431,36.851477
-117.69,34.0126
-117.69,34.0751
-121.665,36.6747
-119.645,34.4211
-117.023,34.8988
-117.6340491,34.3613424
-117.1814349,34.057234
-117.318251,34.427917
-117.405,34.5593
-117.1803062,34.0564007
-117.261177,34.475948
-117.193776,34.135331
-117.039,34.0339
-117.251115,33.381644
-117.17,32.6978
-117.381063,33.19621
-117.149,32.748
-117.2549,33.190329
-119.601,37.2417
-116.8821,33.03448
-116.999159,32.852108
-117.0790109,33.1230643
-117.054,33.1363
-117.232,32.9142
-117.036517,32.968869
-121.261,38.1233
-121.308547973633,37.9974899291992
-121.271,38.0212
-121.419,37.7378
-121.456,37.7553
-121.318491,38.001426
-121.289,37.953
-121.287689,37.953072
-121.359464,37.978811
-121.374,38.0571
-121.426864,37.738506
-121.2285773,37.7811
-121.219609,37.798113
-121.287228,37.950864
-121.263,38.1279
-120.419,34.865
-120.840899,35.328154
-120.912,35.449
-120.552313,35.030541
-121.096,35.5644
-120.707,35.5491
-120.669,35.4901
-122.391,37.6002
-122.346,37.5773
-122.4945196,37.6099634
-122.383134,37.252747
-122.402383,37.684771
-122.2743834,37.5192166
-122.013066,37.26613
-122.365,37.5852
-119.872,34.4293
-120.468628,34.699778
-120.475218,35.043957
-120.14,34.595
-121.944,37.2871
-122.0072376,37.3713926
-121.896894,37.41196
-121.93,37.3907
-122.171,37.4244
-121.568,37.006
-122.0156801,37.3243488
-122.0061,37.34488
-121.895351,37.431827
-121.771,36.9295
-122.063,37.064
-121.924643,36.988442
-122.378,40.5911
-122.391,40.5821
-122.354608,40.581383
-122.408,40.4487
-122.367,40.6783
-122.381,40.5728
-121.883547,40.491022
-121.664,40.8821
-122.289,40.4365
-122.392,41.4142
-122.272,41.2122
-122.640853,41.715147
-122.161188,38.046215
-121.9896933,38.3564555
-122.2470443,38.1285325
-122.2565681,38.1011845
-121.821,38.4465
-122.041901,38.2492249
-122.707194,38.326348
-122.457808,38.292177
-123.017542,38.805889
-122.63835,38.2338397
-122.637,38.2318
-122.475,38.2953
-122.805,38.5392
-122.9475448,38.4068168
-122.631204,38.252349
-122.87221,38.61112
-122.822679,38.402293
-122.872536,38.611981
-120.846,37.4946
-120.996,37.6372
-120.815,37.7761
-121.11,37.4806
-120.968681,37.626471
-121.012,37.6335
-121.05,37.6899
-120.955,37.5913
-120.952761,37.732749
-120.992563,37.64355
-120.848,37.7663
-123.184,40.554
-122.372,40.6825
-119.314,36.3011
-119.206,36.3046
-119.389,36.5464
-119.346156,36.209273
-119.314,36.364
-119.2911587,36.3292552
-119.098,36.4156
-119.271,35.8844
-119.016,36.0679
-120.237,37.9604
-120.381403,37.983631
-119.255,34.221
-119.24947,34.267559
-119.244,34.4489
-119.084,34.4565
-119.295915,34.279734
-119.040624,34.216551
-121.7439932,38.545451
-121.7721,38.56276
-121.793409,38.663099
-121.773297,38.678516
-121.752806,38.537995
-121.283591,39.457137
-121.231,39.3762
-117.279,33.0489
-121.633,36.696
-117.906,33.796
,
-122.508,37.9454
-117.313,33.895
-121.768,37.6802
,
-121.241,36.3186
-122.277,37.7742
-120.848,37.4933
-121.489,38.5729
-121.117,38.8338
-104.972,39.868
-104.904494,39.8589
-104.991188,39.888056
-104.992,39.9569
-105.064616,39.857541
-105.864687,37.467893
-105.0967749,39.613404
-104.8659216,39.6649873
-104.867,39.7215
-105.2779637,40.0162126
-105.1306795,39.9783836
-105.1286563,40.1534817
-105.169,40.1011
-105.09397,39.987182
-105.052128,39.91553
-105.089933,39.92843
-105.99412,38.532657
-105.4670275,38.136054
-107.722,38.7989
-104.9006,39.75755
-104.903,39.7402
-105.021583,39.734147
-104.998287,39.719549
-104.896127,39.719596
-104.9593,39.71749
-104.98047,39.688456
-104.983,39.7226
-104.992,39.7443
-105.006,39.7328
-105.01123,39.75854
-104.9574018,39.7401841
-104.98,39.6989
-104.761,39.5186
-105.025263,39.582771
-106.831023,39.64005
-106.4315,39.58839
-107.032824,39.368873
-107.036,39.3688
-106.834,39.6546
-106.373534,39.64195
-104.67576,38.534168
-104.8711204,39.0894495
-104.700138,38.682733
-104.861,39.097
-104.937,38.8596
-104.706,38.6964
-104.877,39.0993
-104.595551,39.361195
-105.116072,38.391724
-107.211263,39.400039
-107.784602,39.545383
-105.937,40.0849
-106.9264,38.54562
-105.1655542,37.7833397
-105.358,39.6908
-105.226,39.7554
-105.081455,39.800138
-105.25,39.5864
-105.078,39.7092
-105.1,39.7897
-76.1409,40.2353
-105.548,38.9973
-105.077171325684,40.3864822387695
-105.078338,40.425348
-105.07822,40.305484
-103.689,39.2627
-108.731145,39.158911
-107.546,40.5152
-108.288,37.3479
-108.289,37.3451
-108.584,37.3487
-107.8633604,38.4783881
-103.6352521,40.2549432
-107.672,38.022
-106.817,39.1894
-104.613,38.2651
-104.61,38.268
-104.62,38.2704
-108.2965,38.13204
-107.813086,37.936843
-105.548,38.9973
-104.998,40.107904
-105.0474201,40.0491741
-104.919,40.4824
-104.908,40.4654
-104.688614,40.422665
-104.906175,40.3360744
-104.8544857,40.3301322
-104.904079,40.479881
-107.598,37.2256
-104.897,39.722
-104.821,39.9879
-107.786,39.5349
-105.073,40.3954
-105.79,39.9301
-107.749,38.1518
-105.697,39.7069
-105.094,39.9869
-105.082,39.711
-107.342,37.223
-104.741,38.7528
-105.682,38.3728
-105.155,39.8488
-104.507,37.1682
-104.621,38.2721
-104.937,40.0995
-104.784,39.5355
-104.77,39.6185
-104.712,40.5301
-73.5377,41.055
-73.1889,41.1773
-73.4828,41.0753
-73.1226,41.3037
-73.4246,41.1882
-73.3736,41.1913
-73.1728,41.3329
-73.2844,41.1617
-73.129374012351,41.1746060103178
-73.5483,41.1057
-73.3583,41.1397
-73.2,41.1765
-73.207671,41.33237
-73.4278,41.2566
-73.6282,41.0355
-73.3838,41.4149
-73.4178,41.0934
-73.4077,41.1123
-73.4329,41.1224
-73.4936,41.292
-73.2724625,41.4064404
-73.5452,41.1236
-73.5351,41.0566
-73.367921,41.185508
-73.455371,41.396242
-73.2099,41.2525
-73.4437,41.0698
-73.373,41.134
-72.5205,41.7675
-72.7111,41.7662
-72.6796,41.7621
-72.6775,41.7674
-72.68713,41.762533
-72.9453,41.673
-72.6733,41.766
-72.7725,41.6139
-72.8945,41.5799
-72.6441,41.8513
-72.4642,41.6328
-72.5209,41.771
-72.7318,41.8796
-72.737,41.8299
-72.6501,41.9858
-72.5688,41.7622
-72.6823,41.7579
-72.823112,41.72141
-72.923059,41.811096
-72.6900286,41.799049
-72.6548,41.7462
-72.9671,41.7689
-72.574363708496,41.998348236084
-72.660366,41.7191332
-72.9273,41.694
-73.202058,41.993983
-73.215272,41.736911
-73.3577,41.8734
-73.1989669799805,41.6837501525879
-73.1154,41.8147
-73.1035,41.7044
-73.21,41.5347
-73.19319,41.74541
-73.472286,41.729254
-72.6662,41.5565
-72.399,41.3543
-72.5434,41.3023
-72.6516876,41.5636024
-72.5238,41.2781
-72.6629,41.6005
-72.5774,41.6146
-72.560406,41.496846
-72.68057,41.47043
-72.441649,41.348493
-72.4502,41.4028
-73.2261,41.4692
-73.0757,41.3918
-73.0577,41.2239
-72.9984,41.2279
-73.0734,41.4924
-73.1213,41.5278
-72.8049,41.5382
-72.9113,41.3818
-72.7191,41.3531
-72.8233,41.457
-72.558517,41.265937
-72.99119,41.44012
-72.9082,41.3658
-73.0835,41.5866
-73.0279,41.5401
-73.0433,41.5544
-73.0216,41.2723
-73.037752,41.569015
-71.90846,41.334538
-71.9735,41.3608
-71.9841,41.4881
-72.13149,41.34297
-72.015,41.4397
-72.4442,41.9856
-72.3241,41.568
-72.078153,41.523176
-72.168331,41.552173
-71.9471,41.363
-72.0517,41.3488
-71.9588,41.6431
-72.335758,41.359722
-72.212899,41.6357
-73.3579,41.1415
-72.241802,41.801455
-72.3914,41.6528
-72.3695,41.8728
-72.3457,41.7641
-72.4652021,41.9032806
-71.9181,41.6816
-72.1646,41.8663
-71.8776,41.8091
-72.0825,41.6985
-71.9214,41.9277
-72.054996,41.783067
-71.95,41.7882
-73.0896,41.5895
-73.181,41.6827
-72.2597,41.4807
-72.81,41.8616
-71.8659,41.5736
-73.1043,41.2015
-75.6065,39.299252
-75.563278,39.75887
-75.5407,39.752585
-75.5572862,39.749416
-75.741956,39.684132
-75.5722,39.753
-75.534417,39.7421
-75.6140416,38.6529175
-75.2200123,38.458061
-75.311515,38.778811
-75.389307,38.692655
-75.148459,38.767269
-75.428352,38.912992
-75.596967,38.749866
-75.289284,38.594314
-75.112405,38.545259
-75.143181,38.776822
-75.3151488,38.7810247
-75.547,39.7459
-75.7183,39.4487
,
-75.4994,39.7666
-75.5782,38.9236
-75.1851,38.6296
-77.028494,38.887743
-76.9960402,38.8560738
-76.9695,38.8977
-77.0163,38.9048
-76.9760486483574,38.8437905162573
-77.03487,38.90075
-77.04469,38.91034
-77.0679,38.9664
-77.0703,38.9465
-77.0966,38.9175
-76.988121,38.900327
-76.9752,38.8507
-77.03205,38.916998
-77.032503,38.930207
-76.959856,38.928445
-77.012157,38.912604
-77.065133,38.943523
-77.0175504,38.8792834
-77.0426,38.9226
-77.028311,38.887509
-77.054436,38.908517
-76.99705,38.921233
-77.023,38.8952
-77.05148,38.9007
-76.998,38.9088
-77.038689,38.931476
-77.0683,38.9158
-77.025018,38.941169
-76.9964,38.885
-77.0792,38.9489
-77.0146,38.8873
-77.0033,38.8765
-82.3794,29.6223
-82.4816,29.6487
-82.32346,29.6515
-82.439,29.6061
-82.352515,29.710665
-82.6104202866554,29.6463100612164
-86.137705,30.320118
-85.585966,30.144992
-82.104,29.9654
-80.758167,28.42951
-80.603826,28.079208
-80.671677,28.165683
-80.676599,28.229173
-80.6271,28.1304
-80.24263,26.06292
-80.233914,26.05639
-80.1814,26.0197
-80.16846,26.02811
-80.3059125,26.1458909
-80.1192,25.9926
-80.239001,26.309644
-80.252796,26.228856
-81.7917,26.2147
-81.802794,26.131035
-81.7707,26.2462
-81.6975,26.0878
-81.5501,30.3372
-81.688306,30.333982
-81.6596,30.325
-81.6259,30.1853
-81.8335,30.1942
-81.6595,30.3296
-87.215867,30.414964
-87.309144,30.594183
-87.222,30.4061
-87.2409,30.4628
-84.664,30.6178
-82.441117,28.48114
-82.4586,27.9492
-82.4935,27.9377
-82.561076,27.999489
-82.2703,27.9243
-82.4754093,27.9364216
-82.4552888,27.9910712
-82.4378355,27.9610894
-82.4526,27.9487
-85.2252,30.7756
-85.225245,30.775141
-83.8692839,30.5465892
-83.2292,29.962
-81.767753,28.554926
-81.678178,28.354632
-81.877692,28.81125
-81.809049,26.404305
-82.0733,26.440518
-84.2321,30.3903
-84.2543,30.5047
-84.2807,30.4422
-83.429211,30.458514
-82.5735,27.4966
-82.660285,27.511897
-82.2587,29.1056
-82.135667,29.186584
-82.0303,29.035
-80.25495,27.20034
-80.1226,25.8853
-80.2856,25.6695
-80.516728,25.513552
-80.4776,25.4687
-80.3487,25.6083
-80.395503,25.506271
-80.1935,25.7652
-80.2092813,25.850246
-80.1841474,25.8365116
-80.29403,25.741264
-80.2084333,25.8302179
-80.2006597,25.7816455
-80.213,25.7912
-80.13394,25.79059
-80.4834,25.4635
-80.17362,25.87024
-80.3302,25.5812
-86.5631,30.7734
-86.7014,30.7979
-81.370778,28.542606
-81.2044,28.552
-81.493887,28.459412
-81.3671,28.6212
-81.1975,28.6064
-81.488643,28.450355
-81.5355,28.4948
-81.516,28.3304
-81.2879,28.2478
-81.2879,28.2478
-80.2374,26.6554
-80.1296,26.8838
-82.5863,28.3736
-82.8035,27.9351
-82.7077937,27.7400974
-82.799801,27.965733
-82.7876,28.012
-81.955223,28.045897
-81.6332,29.6481
-81.8793,29.7328
-87.0462,30.634
-82.4866,27.3536
-82.531357,27.270461
-81.267,28.8116
-82.0547,28.616
-82.040785,28.854269
-82.9316,29.9646
-83.582568,30.114079
-81.22509,29.017744
-81.429977,29.180342
-81.2887,29.0319
-85.5372,30.7791
-82.1372,29.1952
-81.4042,28.2955
-82.0219,28.8441
-82.4747,28.1619
-82.7862,27.9657
-82.3318,28.8356
-91.1655,30.5929
-82.388,28.555
-80.4381,25.4616
-82.3867,28.5553
-82.2681,27.3172
-81.6562,30.3085
-83.224579,33.081869
-83.828,34.0137
-83.2518458,31.7136472
-83.245211,31.206709
-83.628616,32.838311
-83.6832,32.8175
-81.7796199,32.4482624
-81.793612,32.419544
-81.782923,32.448625
-85.0742,33.5825
-85.1112199,34.9163661
-81.097181,32.065053
-81.232,32.1098
-84.5195998,34.102056
-84.441969,34.171947
-84.490904,34.236863
-84.552136,34.316972
-83.376069,33.959771
-83.412972,33.964184
,
-83.383849,33.956318
-83.396789,33.952276
-84.549494,33.953194
-84.5758331,33.8261859
-84.619832,34.021293
-84.6767,34.0657
-82.132419,33.546837
-84.797074,33.374517
-83.8654,31.8985
-85.509544,34.874892
-84.119596,34.420216
-84.3238,33.7925
-84.310348,33.750936
-84.2953,33.7769
-84.238274,33.80567
-84.2997,33.8932
-84.2969,33.7728
-84.214282,33.853283
-84.325641,33.738869
-84.15366,31.57684
-84.7507,33.7502
-84.7507589,33.7503391
-84.7689,33.7196
-84.7486943,33.7511562
-85.169708,34.263184
-84.1899215,34.1048891
-84.134755,34.192134
-83.1038,34.4314
-84.3736265,33.7387662
-84.3929595,33.7534749
-84.3605088,34.0217486
-84.378551,33.784248
-84.4296899,33.734143
-84.362538,33.964608
-84.3523,33.7922
-84.375805,33.756475
-84.29514,34.075892
-84.4296899,33.734143
-84.386056,33.831638
-84.3439631,33.7389989
-84.483055,34.695284
-84.208,30.8884
-84.0664,34.0559
-84.134223,33.885184
-84.016057,33.8580211
-84.0235,33.9617
-83.5231858,34.6164668
-83.519221,34.61752
-83.7906,34.3156
-83.827052,34.298785
-85.146665,33.721895
-82.9308839,34.3522048
-82.933731,34.353623
-83.731924,32.460946
-84.1573,33.0515
-82.9058,32.5381
-83.2644,30.8138
-83.279103,30.832295
-83.2004,30.7396
-83.98608,34.532086
-83.939645,33.036604
-84.9806,32.4703
-84.9932,32.4665
-83.4097748,33.8635033
-83.4101,33.8642
-83.111285,33.868939
-84.7504979,33.92589
-84.74896,33.92598
-84.437365,34.466518
-84.3424,33.1023
-83.4737,32.2815
-83.475289,32.280896
-83.268173,33.423574
-83.4006,34.8786
-83.4268816,34.8626154
-81.9663,33.4729
-81.9641247,33.462514
-84.2362646,32.0722535
-83.9714,30.8355
-83.533784,31.464378
-83.499913,31.344364
-83.508489,31.452692
-83.771331,34.963227
-83.952563,34.881671
-84.3264,32.8906
-83.712,33.7963
-83.713118,33.794201
-83.761911,34.596317
-82.7407,33.7372
-83.835769,31.525288
-83.2266,33.0796
-84.5385,34.163
-83.9813,32.3182
-83.3588,32.3928
-85.0531,33.9976
-83.6024,33.9681
-84.4548,33.8131
-84.3324,33.948
-83.7975,34.1444
-83.9737,34.528
-83.731572,32.458207
-83.2085,33.0815
-155.087,19.7263
-155.039,19.6258
-155.831,20.2371
-155.5875,19.065833
-155.084,19.7231
-157.737494,21.395661
-155.0848,19.723358
-155.061,19.6955
-154.971,19.5333
-155.086,19.7226
-155.788,19.9304
-155.669737,20.022262
-155.64,20.03077
-155.239,19.4474
-155.629844,20.026463
-155.070111111111,19.6904555555556
-155.234,19.9842
-154.951,19.4975
-157.914723,21.373223
-157.827,21.2938
-157.904112,21.346145
-157.742,21.3941
-157.809463,21.313824
-157.81,21.3137
-157.869995,21.344606
-157.999288,21.387709
-157.94143,21.381711
-157.853644,21.304828
-157.694578,21.331314
-157.796459,21.299691
-157.871703,21.335302
-157.837143,21.302769
-157.712,21.2826
-157.84505,21.291364
-157.821,21.2754
-158.012667,21.400336
-158.126,21.574
-158.023739,21.498715
-157.862,21.3093
-158.188807,21.442149
-158.032279,21.389427
-158.01831,21.440716
-157.810299,21.410025
-157.852,21.2992
-158.066289,21.333793
-157.858,21.3069
-158.060816,21.639406
-157.858815,21.299711
